ID,Title,Content,Excerpt,Date,"Post Type",Permalink
1249,"Bros before hoes","<p>
    Troisième épisode de la série des 4 mix avant la <a target=""_blank"" href=""http://tiny.cc/micromixparty"" title=""Micromix Christmas Party event on facebook"">MICROMIX CHRISTMAS PARTY</a> ce samedi 3 décembre. Micromix 072 est mixé par <a href=""http://www.micromix.fr/author/xamar"">xamar</a>
</p>
<p>
    <em>Episode 3 from the serie of 4 mixes before the <a target=""_blank"" href=""http://tiny.cc/micromixparty"" title=""Micromix Christmas Party event on facebook"">MICROMIX CHRISTMAS PARTY</a> this saturday december 3rd. Micromix 072 is played by <a href=""http://www.micromix.fr/author/xamar"">xamar</a>. Enjoy !</em>
</p>

<h3>Tracklist</h3>
<ol>
    <li><span><strong><a href=""http://www.micromix.fr/tag/donell-jones/"" rel=""tag"">Donell Jones</a> featuring <a href=""http://www.micromix.fr/tag/left-eye/"" rel=""tag"">Left Eye</a></strong> - U know what's up</span></li>
    <li><span><strong><a href=""http://www.micromix.fr/tag/inigo-jones/"" rel=""tag"">Inigo Jones</a></strong> - Believin' get's hard (<a href=""http://www.micromix.fr/tag/pirate-stereo/"" rel=""tag"">Pirate Stereo</a> 'it Aint Easy' Remix)</span></li>
    <li><span><strong><a href=""http://www.micromix.fr/tag/jay-z/"" rel=""tag"">Jay Z</a></strong> - Change clothes</span></li>
    <li><span><strong><a href=""http://www.micromix.fr/tag/theophilus-london/"" rel=""tag"">Theophilus London</a></strong> - Why even try (<a href=""http://www.micromix.fr/tag/rac/"" rel=""tag"">RAC</a> Remix)</span></li>
    <li><span><strong><a href=""http://www.micromix.fr/tag/young-montana/"" rel=""tag"">Young Montana</a></strong> - Sacre Cool</span></li>
</ol>
(Total running time : 11:44 min)",,"2011-12-01 10:32:36",post,http://www.micromix.fr/bros-before-hoes/
1257,"Deep love","<p>
    Quatrième et dernier épisode de la série des 4 mix avant la <a target=""_blank"" href=""http://tiny.cc/micromixparty"" title=""Micromix Christmas Party event on facebook"">MICROMIX CHRISTMAS PARTY</a> ce samedi 3 décembre. Micromix 073 est 100% D.I.S.C.O. et mixé par <a target=""_blank"" href=""http://www.soundcloud.com/olaze"" title=""Olaze on soundcloud"">Olaze</a> du collectif <a href=""http://emmanuelle.nu/"" target=""_blank"">Emmanuelle</a>.<br> Enjoy et à demain !
</p>
<p>
    <em>Episode 4 and last one from the serie of 4 mixes before the <a target=""_blank"" href=""http://tiny.cc/micromixparty"" title=""Micromix Christmas Party event on facebook"">MICROMIX CHRISTMAS PARTY</a> this saturday december 3rd. Micromix 073 is 100% D.I.S.C.O. and played by <a target=""_blank"" href=""http://www.soundcloud.com/olaze"" title=""Olaze on soundcloud"">Olaze</a> from the collective <a href=""http://emmanuelle.nu/"" target=""_blank"">Emmanuelle</a> ! Enjoy and see you tomorrow.</em>
</p>

<h3>Tracklist</h3>
<ol>
    <li><span><strong><a href=""http://www.micromix.fr/tag/machine/"" rel=""tag"">Machine</a></strong> - There but for grace of God Go I</span></li>
    <li><span><strong><a href=""http://www.micromix.fr/tag/garys-gang/"" rel=""tag"">Gary's Gang</a></strong> - Do It At The Disco</span></li>
    <li><span><strong><a href=""http://www.micromix.fr/tag/musique/"" rel=""tag"">Musique</a></strong> - In the Bush</span></li>
    <li><span><strong><a href=""http://www.micromix.fr/tag/arabesque/"" rel=""tag"">Arabesque</a></strong> - In The Heat Of A Disco Night</span></li>
    <li><span><strong><a href=""http://www.micromix.fr/tag/mbt-soul/"" rel=""tag"">MBT Soul</a></strong> - Deep Love</span></li>
</ol>
(Total running time : 14:59 min)",,"2011-12-02 10:22:03",post,http://www.micromix.fr/deep-love/
1274,"Protect the pizza","<h3>Tracklist</h3>
<ol>
    <li><span><strong><a href=""http://www.micromix.fr/tag/mai-lan/"" rel=""tag"">Mai Lan</a></strong> - Easy (<a href=""http://www.micromix.fr/tag/emmanuelle/"" rel=""tag"">Emmanuelle</a> remix)</span></li>
    <li><span><strong><a href=""http://www.micromix.fr/tag/lequipe-du-son/"" rel=""tag"">L'Equipe du Son</a></strong> - Lesson 1 (<a href=""http://www.micromix.fr/tag/rayko/"" rel=""tag"">Rayko</a> Remix)</span></li>
    <li><span><strong><a href=""http://www.micromix.fr/tag/oliver/"" rel=""tag"">Oliver</a></strong> – Walk With Me</span></li>
    <li><span><strong><a href=""http://www.micromix.fr/tag/satin-jackets/"" rel=""tag"">Satin Jackets</a></strong> - Liberation</span></li>
    <li><span><strong><a href=""http://www.micromix.fr/tag/chilly-gonzales/"" rel=""tag"">Chilly Gonzales</a></strong> - You Can Dance (<a href=""http://www.micromix.fr/tag/edwin-van-cleef/"" rel=""tag"">Edwin Van Cleef</a> Remix)</span></li>
</ol>
(Total running time : 17:48 min)",,"2011-12-12 14:15:30",post,http://www.micromix.fr/protect-the-pizza/
1284,"The deliverer","<h3>Tracklist</h3>
<ol>
<li><span><strong><a href=""http://www.micromix.fr/tag/commodores/"" rel=""tag"">Commodores</a></strong> - Nightshift (<a href=""http://www.micromix.fr/tag/cristoff/"" rel=""tag"">cristoff</a> edit)</span></li>
<li><span><strong><a href=""http://www.micromix.fr/tag/poolside/"" rel=""tag"">Poolside</a></strong> - Do you believe</span></li>
<li><span><strong><a href=""http://www.micromix.fr/tag/luke-million/"" rel=""tag"">Luke Million</a></strong> - Arnold</span></li>
<li><span><strong><a href=""http://www.micromix.fr/tag/the-tortoise/"" rel=""tag"">The Tortoise</a></strong> - Last Night (<a href=""http://www.micromix.fr/tag/genius-of-time/"" rel=""tag"">Genius Of Time</a> Remix)</span></li>
<li><span><strong><a href=""http://www.micromix.fr/tag/chopstick-and-johnjon/"" rel=""tag"">Chopstick and Johnjon</a></strong> - Obviously she's a Whore (original mix)</span></li>
<li><span><strong><a href=""http://www.micromix.fr/tag/goldroom/"" rel=""tag"">Goldroom</a></strong> - City Girls</span></li>
</ol>
(Total running time : 19:38 min)",,"2011-12-30 10:58:32",post,http://www.micromix.fr/the-deliverer/
1291,Magnavolt,"<h3>Tracklist</h3>
<ol>
    <li><span><strong><a href=""http://www.micromix.fr/tag/superfunk/"" rel=""tag"">Superfunk</a></strong> - Lucky Star feat. <a href=""http://www.micromix.fr/tag/ron-carroll/"" rel=""tag"">Ron Carroll</a></span></li>
    <li><span><strong><a href=""http://www.micromix.fr/tag/kids-of-88/"" rel=""tag"">Kids Of 88</a></strong> - My House (<a href=""http://www.micromix.fr/tag/adventure/"" rel=""tag"">Adventure</a> Remix)</span></li>
    <li><span><strong><a href=""http://www.micromix.fr/tag/koobra/"" rel=""tag"">Koobra</a></strong> - Nightrunning</span></li>
    <li><span><strong><a href=""http://www.micromix.fr/tag/jody-wisternoff/"" rel=""tag"">Jody Wisternoff</a></strong> - Starstrings (Vocal Version)</span></li>
    <li><span><strong><a href=""http://www.micromix.fr/tag/pnau/"" rel=""tag"">Pnau</a></strong> - Unite Us (<a href=""http://www.micromix.fr/tag/kris-menace/"" rel=""tag"">Kris Menace</a> Remix)</span></li>
</ol>
(Total running time : 15:20 min)",,"2012-02-17 11:39:11",post,http://www.micromix.fr/magnavolt/
1298,"Le regard doux","<h3>Tracklist</h3>
<ol>
    <li><span><strong><a href=""http://www.micromix.fr/tag/chris-malinchak/"" rel=""tag"">Chris Malinchak</a></strong> - Deal Em (Original Mix)</span></li>
<li><span><strong><a href=""http://www.micromix.fr/tag/alexis-raphael/"" rel=""tag"">Alexis Raphael</a></strong> - Kitchens, Bedrooms (Original Mix)</span></li>
<li><span><strong><a href=""http://www.micromix.fr/tag/canyons/"" rel=""tag"">Canyons</a></strong> - When I See You Again (<a href=""http://www.micromix.fr/tag/duke-dumont/"" rel=""tag"">Duke Dumont</a> Rain On Kilimanjaro Mix)</span></li>
<li><span><strong><a href=""http://www.micromix.fr/tag/nora-en-pure/"" rel=""tag"">Nora En Pure</a></strong> - You Make Me Float (Original Mix)</span></li>
<li><span><strong><a href=""http://www.micromix.fr/tag/perseus/"" rel=""tag"">Perseus</a></strong> - Seychelles</span></li>
<li><span><strong><a href=""http://www.micromix.fr/tag/jay-west/"" rel=""tag"">Jay West</a></strong> - Smile (Original Mix)</span></li>
</ol>
(Total running time : 21:49 min)",,"2012-03-06 14:23:12",post,http://www.micromix.fr/le-regard-doux/
1308,"Total fire ban","<h3>Tracklist</h3>
<ol>
    <li><span><strong><a href=""http://www.micromix.fr/tag/visitor/"" rel=""tag"">VISITOR</a></strong> - Los Feeling (rough mix)</span></li>
    <li><span><strong><a href=""http://www.micromix.fr/tag/operator-please/"" rel=""tag"">Operator Please</a></strong> - Volcanic (<a href=""http://www.micromix.fr/tag/dublin-aunts/"" rel=""tag"">Dublin Aunts</a> Remix)</span></li>
    <li><span><strong><a href=""http://www.micromix.fr/tag/sneaky-sound-system/"" rel=""tag"">Sneaky Sound System</a></strong> - Kansas City (<a href=""http://www.micromix.fr/tag/lifelike/"" rel=""tag"">Lifelike</a> Remix)</span></li>
    <li><span><strong><a href=""http://www.micromix.fr/tag/bronski-beat/"" rel=""tag"">Bronski Beat</a></strong> - Smalltown Boy</span></li>
    <li><span><strong><a href=""http://www.micromix.fr/tag/eyeflash/"" rel=""tag"">Eyeflash</a></strong> - She Remembers (Preview)</span></li>
</ol>
(Total running time : 16:53 min)",,"2012-03-13 10:49:45",post,http://www.micromix.fr/total-fire-ban/
1317,"J'adore mon job","<h3>Tracklist</h3>
<ol>
    <li><span><strong><a href=""http://www.micromix.fr/tag/80s-stallone/"" rel=""tag"">80s Stallone</a></strong> - Cliffhanger (Original mix)</span></li>
    <li><span><strong><a href=""http://www.micromix.fr/tag/jin-akanishi/"" rel=""tag"">Jin Akanishi</a></strong> - Sun Burns Down  (<a href=""http://www.micromix.fr/tag/jody-wisternoff/"" rel=""tag"">Jody Wisternoff</a> Dub Mix)</span></li>
    <li><span><strong><a href=""http://www.micromix.fr/tag/housse-de-racket/"" rel=""tag"">Housse De Racket</a></strong> - Chateau (<a href=""http://www.micromix.fr/tag/jbag/"" rel=""tag"">JBAG</a> Remix)</span></li>
    <li><span><strong><a href=""http://www.micromix.fr/tag/crazy-p/"" rel=""tag"">Crazy P</a></strong> - Changes (<a href=""http://www.micromix.fr/tag/hot-toddy/"" rel=""tag"">Hot Toddy</a> Remix)</span></li>
    <li><span><strong><a href=""http://www.micromix.fr/tag/paul-for-you/"" rel=""tag"">Paul For You</a></strong> - Clair de Lune</span></li>
    <li><span><strong><a href=""http://www.micromix.fr/tag/envotion/"" rel=""tag"">Envotion</a></strong> - The Last Wave (Original Mix)</span></li>
    <li><span><strong><a href=""http://www.micromix.fr/tag/fear-of-tigers/"" rel=""tag"">Fear of Tigers</a></strong> - The Adventures of Pippi Longstrump (<a href=""http://www.micromix.fr/tag/silenx/"" rel=""tag"">Silenx</a> Remix)</span></li>
    <li><span><strong><a href=""http://www.micromix.fr/tag/pat-lok/"" rel=""tag"">Pat Lok</a></strong> - No Shame (<a href=""http://www.micromix.fr/tag/ohyeah/"" rel=""tag"">OHYEAH</a> Remix)</span></li>
</ol>
(Total running time : 28:13 min)",,"2012-03-22 12:50:41",post,http://www.micromix.fr/jadore-mon-job/
1327,"Passez-moi votre responsable","Hello ! This is a big file, after pressing ""play"" please wait a few seconds and enjoy !
<h3>Tracklist</h3>
<ol>
    <li><span><strong><a href=""http://www.micromix.fr/tag/the-dead-rose-music-company/"" rel=""tag"">The Dead Rose Music Company</a></strong> - Faith (Original Mix)</span></li>
    <li><span><strong><a href=""http://www.micromix.fr/tag/f3/"" rel=""tag"">F3</a></strong> - Deeper Thoughts (<a href=""http://www.micromix.fr/tag/tiger-stripes/"" rel=""tag"">Tiger Stripes</a> Remix)</span></li>
    <li><span><strong><a href=""http://www.micromix.fr/tag/adana-twins/"" rel=""tag"">Adana Twins</a></strong> - Everyday (Original Mix)</span></li>
    <li><span><strong><a href=""http://www.micromix.fr/tag/alexander-holland/"" rel=""tag"">Alexander Holland</a></strong> - City Full Of Lights (<a href=""http://www.micromix.fr/tag/gigamesh/"" rel=""tag"">Gigamesh</a> Remix Radio Edit)</span></li>
    <li><span><strong><a href=""http://www.micromix.fr/tag/lauer/"" rel=""tag"">Lauer</a></strong> - Trainman (<a href=""http://www.micromix.fr/tag/tensnake/"" rel=""tag"">Tensnake</a> Franceman Remix)</span></li>
    <li><span><strong><a href=""http://www.micromix.fr/tag/zebra-and-snake/"" rel=""tag"">Zebra and Snake</a></strong> - Money In Heaven (<a href=""http://www.micromix.fr/tag/helsinki-78-82/"" rel=""tag"">Helsinki 78-82</a> Remix)</span></li>
    <li><span><strong><a href=""http://www.micromix.fr/tag/telepopmusik/"" rel=""tag"">Télépopmusik</a></strong> - Breathe (<a href=""http://www.micromix.fr/tag/moodwax/"" rel=""tag"">Moodwax</a>'s Love for the Herb Remix)</span></li>
    <li><span><strong><a href=""http://www.micromix.fr/tag/till-von-sein/"" rel=""tag"">Till Von Sein</a>, <a href=""http://www.micromix.fr/tag/fritz-kalkbrenner/"" rel=""tag"">Fritz Kalkbrenner</a>, <a href=""http://www.micromix.fr/tag/thalstroem/"" rel=""tag"">Thalstroem</a></strong> - Blueprint (<a href=""http://www.micromix.fr/tag/kollektiv-turmstrasse/"" rel=""tag"">Kollektiv Turmstrasse</a> Remix)</span></li>
    <li><span><strong><a href=""http://www.micromix.fr/tag/pachanga-boys/"" rel=""tag"">Pachanga Boys</a></strong> - Time (Original Mix)</span></li>
    <li><span><strong><a href=""http://www.micromix.fr/tag/cubiq/"" rel=""tag"">Cubiq</a> &amp; <a href=""http://www.micromix.fr/tag/real-nice/"" rel=""tag"">Real Nice</a></strong> - Had Enough (<a href=""http://www.micromix.fr/tag/luke-pompey/"" rel=""tag"">Luke Pompey</a> Remix)</span></li>
    <li><span><strong><a href=""http://www.micromix.fr/tag/les-loups/"" rel=""tag"">Les Loups</a></strong> - Side To Side (<a href=""http://www.micromix.fr/tag/ohyeah/"" rel=""tag"">OHYEAH</a> Remix)</span></li>
    <li><span><strong><a href=""http://www.micromix.fr/tag/edwin-van-cleef/"" rel=""tag"">Edwin Van Cleef</a></strong> - Falling (Original Mix)</span></li>
    <li><span><strong><a href=""http://www.micromix.fr/tag/futurecop/"" rel=""tag"">Futurecop!</a></strong> - Starworshipper (<a href=""http://www.micromix.fr/tag/silenx/"" rel=""tag"">Silenx</a> Remix)</span></li>
    <li><span><strong><a href=""http://www.micromix.fr/tag/the-dead-rose-music-company/"" rel=""tag"">The Dead Rose Music Company</a></strong> - Just A Bitter Love</span></li>
</ol>
(Total running time : 54:11 min)",,"2012-04-12 13:40:00",post,http://www.micromix.fr/passez-moi-votre-responsable/
1340,"J'habite à tous les étages","Hi ! This is an exclusive Micromix we did for Fear Of Tigers podcast, <a href=""https://soundcloud.com/fearoftigers/"" target=""_blank"">The Guestlist 28</a> (@ 35 min). <br>
Most of the tracks used samples from RnB tunes, can you find them ? <br>
Enjoy !
ps : it takes a few seconds to load after pressing play !
<h3>Tracklist</h3>  
<ol>
    <li><span><strong><a href=""http://www.micromix.fr/tag/monitor-66/"" rel=""tag"">Monitor 66</a></strong> - Triscuits (Original mix)</span></li>
    <li><span><strong><a href=""http://www.micromix.fr/tag/moon-boots/"" rel=""tag"">Moon Boots</a></strong> - Got Somebody</span></li>
    <li><span><strong><a href=""http://www.micromix.fr/tag/raziek/"" rel=""tag"">Raziek</a></strong> - Thong Song</span></li>
    <li><span><strong><a href=""http://www.micromix.fr/tag/ejeca/"" rel=""tag"">Ejeca</a></strong> - Tetra</span></li>
    <li><span><strong><a href=""http://www.micromix.fr/tag/perseus/"" rel=""tag"">Perseus</a></strong> - Running Back To You</span></li>
    <li><span><strong><a href=""http://www.micromix.fr/tag/only-children/"" rel=""tag"">Only Children</a></strong> - Down Fever</span></li>
    <li><span><strong><a href=""http://www.micromix.fr/tag/webqueawry/"" rel=""tag"">WebQueawry</a></strong> - Searching</span></li>
    <li><span><strong><a href=""http://www.micromix.fr/tag/barbra-streisand/"" rel=""tag"">Barbra Streisand</a></strong> - Woman In Love (<a href=""http://www.micromix.fr/tag/claes-rosen/"" rel=""tag"">Claes Rosen</a> Remix)</span></li>
</ol>
(Total running time : 24:47 min)",,"2012-05-25 13:33:47",post,http://www.micromix.fr/jhabite-a-tous-les-etages/
1357,"Le Snappy Snack Shack","<h3>Tracklist</h3>
<ol>
    <li><span><strong><a href=""http://www.micromix.fr/tag/satin-jackets/"" rel=""tag"">Satin Jackets</a></strong> - Latin Jackets</span></li>
    <li><span><strong><a href=""http://www.micromix.fr/tag/xtrafunk/"" rel=""tag"">Xtrafunk</a></strong> - Lazy Sunday</span></li>
    <li><span><strong><a href=""http://www.micromix.fr/tag/goldroom/"" rel=""tag"">Goldroom</a></strong> - Fifteen (ft <a href=""http://www.micromix.fr/tag/chela/"" rel=""tag"">Chela</a>) (<a href=""http://www.micromix.fr/tag/xtrafunk/"" rel=""tag"">Xtrafunk</a> Rmx)</span></li>
    <li><span><strong><a href=""http://www.micromix.fr/tag/the-cosmic-playerz/"" rel=""tag"">The Cosmic Playerz</a></strong> - Get It Right (Original Mix)</span></li>
    <li><span><strong><a href=""http://www.micromix.fr/tag/matan-arkin/"" rel=""tag"">Matan Arkin</a></strong> - Dancer in the Dark</span></li>
    <li><span><strong><a href=""http://www.micromix.fr/tag/rayko/"" rel=""tag"">Rayko</a></strong> - Eye To Eye (<a href=""http://www.micromix.fr/tag/rayko/"" rel=""tag"">Rayko</a> Dragon Soul Edit)</span></li>
    <li><span><strong><a href=""http://www.micromix.fr/tag/spandau-ballet/"" rel=""tag"">Spandau Ballet</a></strong> - True (<a href=""http://www.micromix.fr/tag/thony-ritz/"" rel=""tag"">Thony Ritz</a> Remix)</span></li>
</ol>
(Total running time : 24:26 min)
",,"2012-06-11 07:25:56",post,http://www.micromix.fr/le-snappy-snack-shack/
1369,"La Dosette","<p>Press play and wait a few seconds for the file to load. Enjoy !</p>
<h3>Tracklist</h3>
<ol><li><span><strong><a href=""http://www.micromix.fr/tag/monitor-66/"" rel=""tag"">Monitor 66</a></strong> - Her Bells</span></li>
<li><span><strong><a href=""http://www.micromix.fr/tag/aurient/"" rel=""tag"">Aurient</a></strong> - Pixie Mantra</span></li>
<li><span><strong><a href=""http://www.micromix.fr/tag/climbers/"" rel=""tag"">Climbers</a></strong> - Equal Responsibility (Original Mix)</span></li>
<li><span><strong><a href=""http://www.micromix.fr/tag/andrew-bayer/"" rel=""tag"">Andrew Bayer</a></strong> - You (Original Mix)</span></li>
<li><span><strong><a href=""http://www.micromix.fr/tag/boss-axis/"" rel=""tag"">Boss Axis</a></strong> - Smell Of Your Skin (Original Mix)</span></li>
<li><span><strong><a href=""http://www.micromix.fr/tag/dragonette/"" rel=""tag"">Dragonette</a></strong> - Let it Go  (<a href=""http://www.micromix.fr/tag/the-knocks/"" rel=""tag"">The Knocks</a> Remix)</span></li></ol>
(Total running time : 23:28 min)
",,"2012-06-20 11:42:11",post,http://www.micromix.fr/la-dosette/
1381,"Ça sonne drôlement bien dis donc","Hello !
Special Micromix today, <a href=""http://www.facebook.com/VocalTeknixDj"" title=""Vocalteknix on facebook"" target=""_blank"">Vocalteknix</a> from <a href=""http://www.emmanuelle.nu"" target=""_blank"">www.emmanuelle.nu</a> is our guest and drops a furious 15 min booty dance pack. Enjoy !
<h3>Tracklist</h3>
<ol>
    <li><span><strong><a href=""http://www.micromix.fr/tag/foreigner/"" rel=""tag"">Foreigner</a></strong> - Cold as Ice (<a href=""http://www.micromix.fr/tag/a-skillz/"" rel=""tag"">A.Skillz</a> &amp; <a href=""http://www.micromix.fr/tag/nick-thayer/"" rel=""tag"">Nick Thayer</a> Bootleg)</span></li>
    <li><span><strong><a href=""http://www.micromix.fr/tag/major-lazer/"" rel=""tag"">Major Lazer</a></strong> - Original Don (<a href=""http://www.micromix.fr/tag/sazon-booya/"" rel=""tag"">Sazon Booya</a> Edit)</span></li>
    <li><span><strong><a href=""http://www.micromix.fr/tag/jumodaddy/"" rel=""tag"">JumoDaddy</a></strong> - Cobra Dance (Original Mix)</span></li>
    <li><span><strong><a href=""http://www.micromix.fr/tag/clockwork/"" rel=""tag"">Clockwork</a> vs <a href=""http://www.micromix.fr/tag/million-stylez/"" rel=""tag"">Million Stylez</a></strong> - Squad up Miss Fatty (<a href=""http://www.micromix.fr/tag/torro-torro/"" rel=""tag"">Torro Torro</a> Remix - <a href=""http://www.micromix.fr/tag/vocalteknix/"" rel=""tag"">VocalTeknix</a> edit)</span></li>
    <li><span><strong><a href=""http://www.micromix.fr/tag/drty-audo/"" rel=""tag"">D!RTY AUD!O</a></strong> - Gat Man (original mix)</span></li>
</ol>
(Total running time : 14:27 min)",,"2012-07-03 18:27:21",post,http://www.micromix.fr/ca-sonne-drolement-bien-dis-donc/
1395,"Là d'où je viens","<h3>Tracklist</h3>
<ol>
<li><span><strong><a href=""http://www.micromix.fr/tag/crazy-p/"" rel=""tag"">Crazy P</a></strong> - Heartbreaker (DJ Edit)</span></li>
<li><span><strong><a href=""http://www.micromix.fr/tag/dk7/"" rel=""tag"">DK7</a></strong> – Fashion Feelings (<a href=""http://www.micromix.fr/tag/lifelike/"" rel=""tag"">Lifelike</a> Remix)</span></li>
<li><span><strong><a href=""http://www.micromix.fr/tag/lu-st/"" rel=""tag"">LU.ST</a></strong> - Here Is My Love (<a href=""http://www.micromix.fr/tag/club-84/"" rel=""tag"">Club 84</a> Remix)</span></li>
<li><span><strong><a href=""http://www.micromix.fr/tag/cassara/"" rel=""tag"">Cassara</a></strong> - The World Is Yours (<a href=""http://www.micromix.fr/tag/geisha-twins/"" rel=""tag"">Geisha Twins</a> Remix)</span></li>
<li><span><strong><a href=""http://www.micromix.fr/tag/de-nuit/"" rel=""tag"">De Nuit</a></strong> - All That Mattered (Love You Down) (<a href=""http://www.micromix.fr/tag/innervisions/"" rel=""tag"">Innervisions</a> Extended Mix)</span></li>
<li><span><strong><a href=""http://www.micromix.fr/tag/morgan-page/"" rel=""tag"">Morgan Page</a></strong> - The Electric Road (ft. <a href=""http://www.micromix.fr/tag/lifelike/"" rel=""tag"">Lifelike</a>)</span></li>
<li><span><strong><a href=""http://www.micromix.fr/tag/the-naked-and-famous/"" rel=""tag"">The Naked And Famous</a></strong> - Young Blood (<a href=""http://www.micromix.fr/tag/futurecop/"" rel=""tag"">Futurecop!</a> Remix) <a href=""http://www.micromix.fr/tag/1928/"" rel=""tag"">1928</a> Edit</span></li>
</ol>
(Total Running time : 30:50min)",,"2012-08-23 08:34:46",post,http://www.micromix.fr/la-dou-je-viens/
1415,"Le coyote est revenu","<h3>Tracklist</h3>
<ol>
<li><span><a href=""http://www.micromix.fr/tag/todd-terje/"" rel=""tag"">Todd Terje</a> - Swing Star (part 1)</span></li>
<li><span><a href=""http://www.micromix.fr/tag/alex-gopher/"" rel=""tag"">Alex Gopher</a> Feat. <a href=""http://www.micromix.fr/tag/saint-michel/"" rel=""tag"">Saint Michel</a> - Hello Inc. (<a href=""http://www.micromix.fr/tag/dj-falcon/"" rel=""tag"">DJ Falcon</a> Remix)</span></li>
<li><span><a href=""http://www.micromix.fr/tag/lesale/"" rel=""tag"">LeSale</a> - We go straight ahead (Original_Mix)</span></li>
<li><span><a href=""http://www.micromix.fr/tag/emeron-fox/"" rel=""tag"">Emeron &amp; Fox</a> - Nightmares (<a href=""http://www.micromix.fr/tag/monitor-66/"" rel=""tag"">Monitor 66</a> Remix)</span></li>
<li><span><a href=""http://www.micromix.fr/tag/chris-malinchak/"" rel=""tag"">Chris Malinchak</a> - If U Got It</span></li>
<li><span><a href=""http://www.micromix.fr/tag/destinys-child/"" rel=""tag"">Destiny's Child</a> - Say my name (<a href=""http://www.micromix.fr/tag/cyril-hahn/"" rel=""tag"">Cyril Hahn</a> remix)</span></li>
<li><span><a href=""http://www.micromix.fr/tag/kollektiv-turmstrasse/"" rel=""tag"">Kollektiv Turmstrasse</a> - Schwindelig (<a href=""http://www.micromix.fr/tag/wanderlust-rhodes/"" rel=""tag"">Wanderlust Rhodes</a> Remix)</span></li>
<li><span><a href=""http://www.micromix.fr/tag/ohyeah/"" rel=""tag"">OHYEAH</a> - SainTropez (Original Mix)</span></li>
</ol>
(total running time : 30:33 min)",,"2012-11-23 14:56:23",post,http://www.micromix.fr/le-coyote-est-revenu/
1423,Tropicoach,"<p>Hello ! 
<a href=""https://www.facebook.com/events/398041413605848/"" target=""_blank"">Micromix Party 3</a> will be in Paris this Saturday 12 January 2013. 
It's free, drinks are cheap, you dance like crazy and you want to come. 
Facebook event : <a href=""https://www.facebook.com/events/398041413605848/"" title=""Micromix Party 3 facebook event"" target=""_blank"">https://www.facebook.com/events/398041413605848/</a>
</p>
<h3>Tracklist</h3>
        <ol>
            <li><span><strong><a href=""http://www.micromix.fr/tag/notorious-b-i-g/"" rel=""tag"">Notorious B.I.G.</a></strong> - Going Back to Cali (<a href=""http://www.micromix.fr/tag/viceroy/"" rel=""tag"">Viceroy</a> ""Jet Life"" Remix)</span></li>
            <li><span><strong><a href=""http://www.micromix.fr/tag/nu-disko-freakz/"" rel=""tag"">Nu Disko Freakz</a></strong> - Closer</span></li>
            <li><span><strong><a href=""http://www.micromix.fr/tag/change/"" rel=""tag"">Change</a></strong> - You Are My Melody (<a href=""http://www.micromix.fr/tag/dublin-aunts/"" rel=""tag"">Dublin Aunts</a> Pre-Drinks Edit)</span></li>
            <li><span><strong><a href=""http://www.micromix.fr/tag/casual-encounters/"" rel=""tag"">Casual Encounters</a></strong> - Armed With A Ghettoblaster feat. Snoop (Original Mix)</span></li>
            <li><span><strong><a href=""http://www.micromix.fr/tag/snoop-dogg/"" rel=""tag"">Snoop Dogg</a> feat. <a href=""http://www.micromix.fr/tag/the-dream/"" rel=""tag"">the Dream</a></strong> - Gangsta luv (<a href=""http://www.micromix.fr/tag/b-cause/"" rel=""tag"">b.cause</a> corn flakes rework)</span></li>
            <li><span><strong><a href=""http://www.micromix.fr/tag/perseus/"" rel=""tag"">Perseus</a></strong> - Cool Runnings</span>
            </li>
            <li><span><strong><a href=""http://www.micromix.fr/tag/monitor-66/"" rel=""tag"">Monitor 66</a></strong> - Triscuits (<a href=""http://www.micromix.fr/tag/roberto-rodriguez/"" rel=""tag"">Roberto Rodriguez</a> remix)</span></li>
            <li><span><strong><a href=""http://www.micromix.fr/tag/laberge/"" rel=""tag"">Laberge</a> &amp; <a href=""http://www.micromix.fr/tag/nikademus/"" rel=""tag"">Nikademus</a></strong> - So Far (<a href=""http://www.micromix.fr/tag/monitor-66/"" rel=""tag"">Monitor 66</a> Regulation Edit)</span></li>
        </ol>
        (Total running time : 29:10 min)",,"2013-01-03 14:10:34",post,http://www.micromix.fr/tropicoach/
